co_cli;cliente;ciudad;direccion_principal;direccion_temporal;latitud;longitud;corregida
500031327;GRUPO LUMOTORS CENTER 14 C.A.;CARACAS;AV PUENTE HIERRO INTERCEPCION DE LA AVENIDA PRINCIPAL Y LA PRIMERA CALLE EDIF CANAC PISO PB LOCAL PB URB LA FLORES DE PUENTE HIERRO CARACAS;NULL;10.49330780;-66.91303548;NO
502340432;GRUPO 3030, C.A.;CARACAS;CALLE 1RA CON TRANSVERSAL IZQUIERDA EDIF VOGUE PISO PB LOCAL LCPB-5 URB BOLEITA CARACAS EDO MIRANDA;NULL;10.48878626;-66.82385631;NO
311612017;CENTRO DE CAUCHOS MARICHE, C.A.;CARACAS;CARRETERA PETARE - SANTA LUCIA, KM8, SECTOR LA CANDELARIA, FILAS DE MARICHES;NULL;10.47911140;-66.78185819;NO
404012117;CAUCHERA PACAIRIGUA OM, C.A.;GUATIRE;CALLE RIVAS LOCAL NRO 74 URB. CASTILLEJO GUATIRE EDO.MIRANDA;NULL;10.47411613;-66.54696809;NO
500780397;DISTRIBUIDORA MUNDO EN RUEDAS 2030 C.A.;GUATIRE;CALLE RIVAS LOCAL NRO 17 ZONA CASCO TRADICIONAL GUATIRE EDO MIRANDA;NULL;10.47345634;-66.54245252;NO
410489219;MULTISERVICIOS EK2 2011, C.A;CARACAS;AV. PRINCIPAL EDIF.16 PISO 01 APT.1-D URB.TERRAZAS DE LA VEGA, CARACAS;NULL;10.46357250;-66.94847028;NO
411745070;KIOSCO LOS BOMBEROS EL CAFETAL C.A.;CARACAS;CARACAS EDO MIRANDA;NULL;10.45773807;-66.82725396;NO
297051627;MULTISERVICIOS LA GUAIRITA PRIX, C.A.;CARACAS;CALLE PPAL DE LA GUAIRITA. CARACAS - ESTADO MIRANDA.;NULL;10.45241858;-66.82145735;NO
294147569;INVERSIONES Y TRANSPORTES MI NUEVA ESPERANZA C.A.;CHARALLAVE;CTRA CHARALLAVE CUA CALLE 8 LOCAL NRO 125-B ZONA INDUSTRIAL RIO TUY CHARALLAVE EDO MIRANDA;NULL;10.21118207;-66.87389779;NO
500449321;VIVA SUPERCENTRO C.A.;CARACAS;AV PRINCIPAL DE BOLEITA LOCAL NRO AUTOCENTRO URB BOLEITA CARACAS EDO MIRANDA;NULL;10.48731506;-66.82336390;NO
J306689591      ;CAUCHOS SANTA FE, C.A.;CARACAS;CTRA VIEJA BARUTA LOCAL NRO 5 URB.SANTA FE SUR - CARACAS EDO.MIRANDA;NULL;10.46469532;-66.86393174;NO
